SOURCE: ISic000613-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
SOURCE: ISic001247-t-c.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  4.040602e+02  4.45e+01  0.02136  
Cl  K  3.100889e+02  5.29e+01  0.007443  
Ar  K  9.188715e+02  6.89e+01  0.01114  
K  K  1.576710e+03  5.96e+01  0.009008  
Ca  K  2.865640e+05  5.40e+02  0.8489  
Sc  K  2.471826e+01  1.16e+02  4.385e-05  
Ti  K  2.115275e+02  3.44e+01  0.0002226  
V  K  3.481497e+01  2.21e+01  2.272e-05  
Cr  K  7.205035e+01  1.86e+01  2.903e-05  
Mn  K  1.493566e+02  2.16e+01  3.988e-05  
Fe  K  4.088345e+03  6.83e+01  0.0007214  
Co  K  1.748213e+01  2.30e+01  2.194e-06  
Ni  K  1.805564e+00  2.94e+01  1.865e-07  
Cu  K  4.000891e+02  2.82e+01  7.266e-05  
Zn  K  1.131124e+03  4.14e+01  0.0001798  
As  K  4.552399e+01  7.86e+01  1.378e-05  
Rb  K  5.002151e+02  7.85e+01  8.103e-05  
Sr  K  2.375633e+04  1.91e+02  0.003547  
Y  K  4.431820e+02  9.31e+01  6.214e-05  
Zr  K  7.851996e+02  1.20e+02  0.0001056  
Rh  K  1.537728e+04  3.96e+03  0.003507  
Rh  L  5.891425e+01  8.34e+01  0.0008584  
Pd  K  1.112713e+04  5.70e+02  0.002775  
Pd  L  9.549947e+02  1.00e+02  0.01093  
Sn  K  1.448297e+03  1.11e+02  0.0006452  
Ba  L  3.302350e+01  4.63e+01  4.05e-05  
Au  L  2.985348e+02  6.06e+01  9.556e-05  
Hg  L  2.778496e+02  6.42e+01  8.49e-05  
Pb  L  1.551916e+03  1.38e+02  0.0004074  

SOURCE: ISic001248-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  2.619536e+02  4.11e+01  0.01375  
Cl  K  2.617806e+02  5.16e+01  0.006239  
Ar  K  9.080687e+02  6.66e+01  0.01093  
K  K  1.465118e+03  5.70e+01  0.00831  
Ca  K  2.297954e+05  4.84e+02  0.6758  
Sc  K  7.596557e+01  1.08e+02  0.0001338  
Ti  K  2.680500e+02  3.74e+01  0.0002801  
V  K  1.168506e+01  2.41e+01  7.572e-06  
Cr  K  1.261530e+02  2.02e+01  5.048e-05  
Mn  K  3.069565e+02  2.63e+01  8.139e-05  
Fe  K  8.910251e+03  9.81e+01  0.001561  
Co  K  1.467473e+01  2.52e+01  1.829e-06  
Ni  K  2.536847e+01  2.96e+01  2.669e-06  
Cu  K  4.107270e+02  2.75e+01  7.466e-05  
Zn  K  9.847589e+02  3.83e+01  0.0001561  
As  K  1.791733e+01  8.61e+01  5.391e-06  
Rb  K  3.484165e+02  7.65e+01  5.607e-05  
Sr  K  1.360507e+04  1.54e+02  0.002018  
Y  K  4.770658e+02  9.20e+01  6.644e-05  
