SOURCE: ISic000007-t-a.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
Cr  K  9.225202e+02  3.61e+01  0.0003542  
Mn  K  1.712077e+02  2.54e+01  4.358e-05  
Fe  K  5.531053e+03  7.82e+01  0.0009312  
Co  K  9.505260e+01  2.46e+01  1.14e-05  
Ni  K  2.646213e+01  2.50e+01  3.261e-06  
Cu  K  4.640770e+02  2.83e+01  8.45e-05  
Zn  K  4.036225e+02  2.82e+01  6.307e-05  
As  K  1.055450e+01  7.75e+01  3.083e-06  
Rb  K  5.233182e+02  7.56e+01  8.158e-05  
Sr  K  1.604743e+04  1.64e+02  0.002305  
Y  K  5.754678e+02  8.90e+01  7.757e-05  
Zr  K  9.540080e+02  1.11e+02  0.0001234  
Rh  K  6.889453e+03  3.51e+03  0.001509  
Rh  L  1.041110e+02  6.36e+01  0.00145  
Pd  K  8.011459e+03  5.00e+02  0.001919  
Pd  L  4.522969e+02  7.50e+01  0.004945  
Sn  K  1.031092e+03  9.28e+01  0.0004407  
Ba  L  1.453967e+02  4.64e+01  0.0001701  
Au  L  1.850767e+02  5.55e+01  5.856e-05  
Hg  L  2.842443e+02  6.11e+01  8.372e-05  
Pb  L  1.661015e+03  1.35e+02  0.0004252  

SOURCE: ISic000509-t-d.csv
KEY: 1.1.00001.1
Element  Group  Fit_Area  Sigma_Area  Mass_fraction  
S  K  1.851731e+02  3.50e+01  0.009544  
Cl  K  1.260303e+02  4.10e+01  0.002948  
Ar  K  6.524425e+02  5.73e+01  0.007709  
K  K  7.770059e+02  4.46e+01  0.004325  
Ca  K  1.627831e+05  4.07e+02  0.4698  
Sc  K  2.584082e+02  9.25e+01  0.0004467  
Ti  K  1.659630e+01  2.62e+01  1.702e-05  
V  K  4.098275e+01  1.96e+01  2.607e-05  
Cr  K  8.955631e+02  3.55e+01  0.0003518  
Mn  K  1.929806e+02  2.51e+01  5.025e-05  
Fe  K  1.351089e+03  4.20e+01  0.0002326  
Co  K  2.199287e+01  1.77e+01  2.695e-06  
